eis_id,title,document_type,lead_agency,state,all_states,filed_date,filed_year,federal_register_date,comment_letter_date,comment_due_date,epa_impact,epa_adequacy,attachment_count
78350,Long Island Expressway (I-495)/Seaford - Oyster Bay Expressway (NY-135) Interchange Project Improvements between Exit 43 South Oyster Bay Road to Exit 46 Sunnyside Boulevard Funding and NPDES Permit Town of Oyster Bay Nassau County NY,Final,Federal Highway Administration,NY,NY,1994-09-19,1994,1994-09-30,1994-10-31,1994-10-31,Lack of Objections,,0
85066,Hamm - Hasloe Reforestation Project Implementation Stanislaus National Forest Groveland Ranger District Tuolume and Mariposa Counties CA,Final,Forest Service,CA,CA,1994-09-19,1994,1994-09-30,1994-10-27,1994-10-31,Environmental Objections,2.0,0
78701,US 160 Improvements US 60/Sunshine Street to the James River Freeway Funding and COE Section 404 Permit Greene County MO,Draft,Federal Highway Administration,MO,MO,1994-09-20,1994,1994-09-30,,1994-11-14,,,0
80977,Coral and Coral Reefs Fishery Management Plan Updated Information Amendment 2 of the Gulf of Mexico and South Atlantic,Final Supplement,National Oceanic and Atmospheric Administration,,,1994-09-20,1994,1994-09-30,1994-10-31,1994-10-31,,,0
78050,Spring Hills Subdivision Housing Project Construction Funding Charlestown WV,Draft,Farmers Home Administration,WV,WV,1994-09-20,1994,1994-09-30,1994-11-14,1994-11-14,Environmental Objections,2.0,0
83921,Beltsville Agricultural Research Center Construction of Office Complex Site Selection Prince George's County MD,Draft,Department of Agriculture,MD,MD,1994-09-20,1994,1994-09-30,1994-10-27,1994-11-14,Environmental Concerns,2.0,0
75762,Cypus Tohono Open Pit Mine Expansion Project Plan of Operation Approval and Drilling Permit Implementation Tohono O'odham Nation Papago Indian Reservation Pinal County AZ,Draft,Bureau of Land Management,AZ,AZ,1994-09-22,1994,1994-09-30,1994-11-30,1994-11-30,Environmental Objections,2.0,0
83867,Running Wolf Timber Sales Implementation Lewis and Clark National Forest Judith Ranger District Stanford Judith Basin County MT,Draft,Forest Service,MT,MT,1994-09-22,1994,1994-09-30,1994-11-08,1994-11-14,Environmental Concerns,2.0,0
84267,Exxon Valdez Oil Spill Restoration Plan DOI/DOC Programmatic EIS Implementation Prince William Sound Gulf of Alaska AK The US Department of Agriculture's Forest Service's US Department of the Interior's Bureau of Land Management and the US Departm,Final,Forest Service,AK,AK,1994-09-22,1994,1994-09-30,1994-12-07,1994-10-31,Lack of Objections,,0
78204,PA-0322 (Section B01) Transportation Corridor Improvements from PA-0655 to Mt. Pleasant Funding and COE Section 404 Permit Mifflin County PA,Draft,Federal Highway Administration,PA,PA,1994-09-22,1994,1994-09-30,1994-12-09,1994-11-23,Environmental Concerns,2.0,0
78036,US 14/16/20 Highway Improvements Cody to Yellowstone National Park Highway Funding and COE Section 404 Permit Shoshone National Forest Park County WY,Final,Federal Highway Administration,WY,WY,1994-09-22,1994,1994-09-30,1994-11-22,1994-10-31,Lack of Objections,,0
76863,Pinon Pine Coal-Fired Power Project Construction Operation and Maintenance Funding Tracy Power Station Storey County NV,Final,Department of Energy,NV,NV,1994-09-23,1994,1994-09-30,1994-10-31,1994-10-31,Lack of Objections,,0
82036,West Bank of the Mississippi River Hurricane Protection Plan Implementation east of the Harvey Canal New Orleans LA,Final,U.S. Army Corps of Engineers,LA,LA,1994-09-23,1994,1994-09-30,1994-10-25,1994-10-31,Lack of Objections,,0
80176,South Sacramento Corridor Transit Improvements Funding Sacramento Yolo EL Dorado and Placer Counties CA,Draft,Federal Transit Administration,CA,CA,1994-09-23,1994,1994-09-30,1994-11-10,1994-11-14,Lack of Objections,,0
84760,Fort Devens Army Installation Disposal and Reuse Implementation Worcester and Middlesex Counties MA,Draft,United States Air Force,MA,MA,1994-09-23,1994,1994-09-30,1994-11-14,1994-11-14,Environmental Objections,2.0,0
85637,Ushk Bay Timber Sale Availability of Timber to the Alaska Pulp Long-Term Timber Sale Contract Timber Sale and Road Construction Implementation Tongass National Forest Chichagof Island AK,Final,Forest Service,AK,AK,1994-09-23,1994,1994-09-30,1994-10-03,1994-10-31,Lack of Objections,,0
78360,US 70 Improvements Project I-40 to the Intersection of US 70 and US 70 Business Funding and COE Section 404 Permit Wake and Johnston Counties NC,Draft,Federal Highway Administration,NC,NC,1994-09-26,1994,1994-10-07,1994-11-21,1994-11-21,Environmental Concerns,2.0,0
75559,Rosebud Coal Mine Project Implementation Approval of Coal Lease Application (MTM-80697) on Federal Coal Lands Powder River Resource Area Miles City District Office Rosebud County MT,Final,Bureau of Land Management,MT,MT,1994-09-27,1994,1994-10-07,1994-11-03,1994-11-07,Environmental Concerns,2.0,0
81695,Kaloko-Honokohau National Historical Park Management and Development General Management Plan Implementation Hawaii County HI,Final,National Park Service,HI,HI,1994-09-28,1994,1994-10-07,1994-10-20,1994-11-07,Lack of Objections,,0
77746,Ayers Island Hydroelectric Project Issuance of New Licenses/Relicensing for a 8.4 Megawatt (MW) Project (FERC NO. 2456-009) Pemigewasset and Merrimack River Basin Belknap and Grafton Counties NH,Draft,Federal Energy Regulatory Commission,NH,NH,1994-09-29,1994,1994-10-07,1994-12-06,1994-11-21,Environmental Concerns,2.0,0
79301,Eastern Transportation Corridor (ETC) Construction CA-231 between the Riverside/CA-91 and Santa Ana/I-5 Freeways Funding and COE Section 404 Permit Orange County CA,Final,Federal Highway Administration,CA,CA,1994-09-30,1994,1994-10-07,1994-11-02,1994-11-07,Environmental Concerns,2.0,0
77422,Expanded East Coast Plan Changes in Aircraft Flight Patterns over the State of New Jersey Updated Information Implementation NJ Published FR - 10-07-94 - Review Period Reopened.,Draft Supplement,Federal Aviation Administration,NJ,NJ,1994-09-30,1994,1994-10-07,1995-02-09,1995-02-09,Environmental Concerns,2.0,0
82045,I-15/State Street Corridor Highway and Transit Improvements Funding Salt Lake County UT,Final,Urban Mass Transportation Administration,UT,UT,1994-10-04,1994,1994-10-14,1994-11-23,1994-11-14,Lack of Objections,,0
84666,Parallel Crossing of the Chesapeake Bay Construction and Operation US 13 between the Delmarva Peninsula and southeastern Virginia Funding COE Section 10 and 404 Permits and CGD Bridge Permit Virginia Beach Northampton County VA,Final,U.S. Coast Guard,VA,VA,1994-10-04,1994,1994-10-14,1994-11-23,1994-11-14,Environmental Objections,2.0,0
82326,Louisville Waterfront Park/Falls Harbor Development Project Construction COE Section 10 and 404 Permits Ohio River Louisville Jefferson County KY,Final,U.S. Army Corps of Engineers,KY,KY,1994-10-04,1994,1994-10-14,1994-11-14,1994-11-14,Environmental Concerns,2.0,0
78412,US 93 (Somers to Whitefish West) Transportation Improvements Funding and COE Section 404 Permit Glacier National Park and Flathead National Forest Flathead County MT,Final,Federal Highway Administration,MT,MT,1994-10-04,1994,1994-10-14,1994-12-15,1994-11-14,Lack of Objections,,0
78880,Missouri River Bridge (Project No. F-14-4(104) Construction Connecting N-12 in Nebraska to SD-37 in South Dakota COE Section 404 US Coast Guard Bridge and Flood Plan Permits Knox Co. NB and Bon Homme Co. SD,Final,Federal Highway Administration,NB,NB,1994-10-07,1994,1994-10-14,,1994-11-14,,,0
77681,Felts Mills Hydroelectric Project (FERC No. 4715-006) Issuance of Original License Construction Operation and Maintain Site Specific Black River Jefferson County NY,Draft,Federal Energy Regulatory Commission,NY,NY,1994-10-07,1994,1994-10-14,1994-12-19,1994-11-28,,3.0,0
83403,Wisconsin River Flood Protection Updated Information concerning the Portage Canal Lock General Design Memorandum and Flood Control Study St. Paul District Columbia County WI,Final Supplement,U.S. Army Corps of Engineers,WI,WI,1994-10-11,1994,1994-10-21,,1994-11-21,,,0
86269,North Fork Kern/South Fork Kern Wild and Scenic Rivers Management Plan Implementation Sequoia and Inyo National Forests Tulare and Kern Counties CA,Final,Forest Service,CA,CA,1994-10-12,1994,1994-10-21,1994-11-18,1994-11-21,Lack of Objections,,0
83083,Port Fourchon Navigation Channel Project Channel Deepening Implementation Lafourche Parish LA,Final,U.S. Army Corps of Engineers,LA,LA,1994-10-12,1994,1994-10-21,1994-11-03,1994-11-21,Lack of Objections,1.0,0
82354,Lake Oahe Bridge Construction midway between Bismarck ND and Mobridge SD Funding US Coast Guard Bridge Permit Issuance and Approvals Emmons and Sioux Counties ND,Final,U.S. Army Corps of Engineers,ND,ND,1994-10-12,1994,1994-10-21,1994-11-21,1994-11-21,Lack of Objections,,0
83276,Rio Fajardo Flood Control Feasibility Study for Flood Protection Implementation PR Published FR - 02-02-96 Due Date Correction.,Draft,U.S. Army Corps of Engineers,PR,PR,1994-10-13,1994,1994-10-21,1994-12-12,1994-12-05,Environmental Objections,2.0,0
82131,Sugar Creek Municipal Water Supply Reservoir Construction COE Section 404 Permit Issuance City of Marion Williamson and Johnson Counties IL,Draft,U.S. Army Corps of Engineers,IL,IL,1994-10-13,1994,1994-10-21,1995-03-10,1994-12-31,,3.0,1
81847,Lake Mead National Recreation Area General Management Plan Updated Information on Willow Beach Development Concept Plan Amendment AZ and NV,Final Supplement,National Park Service,,,1994-10-13,1994,1994-10-21,1994-10-28,1994-11-21,Lack of Objections,,0
75248,Tonopah Resource Area Resource Management Plan Implementation Battle Mountain District Nye and Esmeralda Counties NV,Final,Bureau of Land Management,NV,NV,1994-10-13,1994,1994-10-21,1994-11-10,1994-11-21,Lack of Objections,,0
81655,Elwha River Ecosystem Restoration Implementation Olympic National Park Clallam County WA,Draft,National Park Service,WA,WA,1994-10-14,1994,1994-10-21,1994-12-19,1994-12-20,Lack of Objections,,0
89105,Pensacola Naval Air Station Realignment Relocation of Memphis Naval Air Station and Closure of San Diego Naval Training Center Implementation Pensacola Bay FL,Final,United States Navy,FL,FL,1994-10-14,1994,1994-10-21,1994-11-21,1994-11-21,Lack of Objections,,0
80489,Cassini Spacecraft Exploration Mission Implementation Explore the Planet Saturn,Draft,National Aeronautics and Space Administration,,,1994-10-14,1994,1994-10-21,1994-12-20,1994-12-05,Environmental Concerns,2.0,0
75797,Rand Open Pit Heap Leach Gold Mine Project Construction Expansion and Operation Conditional -Use-Permit and Plan of Operations and Reclamation Plan Approval Randburg Kern County CA,Draft,Bureau of Land Management,CA,CA,1994-10-14,1994,1994-10-21,1994-12-20,1994-12-20,Environmental Concerns,2.0,1
79014,Southeastern Expressway Improvements I-464/I-64 to VA-44 (Norfolk-Virginia Beach Expressway) Updated Information concerning Alternatives Under Consideration Funding COE Section 10 and 40 Permits and US Coast Guard Bridge Permit Cities of Chesapeake,Draft Supplement,Federal Highway Administration,VA,VA,1994-10-19,1994,1994-10-28,1994-12-23,1994-12-12,Environmentally Unsatisfactory,2.0,0
76243,Federal Prison Camp - Scranton Pennsylvania Construction Operation and Site Selection Jessup Borough Lackawanna County Pa,Draft,Bureau of Prisons,PA,PA,1994-10-20,1994,1994-10-28,1995-02-08,1994-12-13,Environmental Concerns,2.0,0
88835,Charleston Navel Base Disposal and Reuse Implementation Charleston and Dorchester Counties SC,Draft,United States Navy,SC,SC,1994-10-21,1994,1994-10-28,1994-12-09,1994-12-12,Environmental Concerns,2.0,0
79501,NH 9/US 202 Highway Improvements Project between Henniker to the east and NH 31 to the west Funding COE Section 404 Permit and NPDES Permit Hillsborough County NH,Draft,Federal Highway Administration,NH,NH,1994-10-21,1994,1994-10-28,1994-12-07,1994-12-12,Environmental Concerns,2.0,0
75595,Kettle River Key Project Expanison Lamefoot Mine Site Mining and Milling Operations Plan of Operation Approval Ferry County WA,Final Supplement,Bureau of Land Management,WA,WA,1994-10-21,1994,1994-10-28,1994-12-19,1994-11-28,Environmental Objections,1.0,0
75252,Florida Land and Resource Management Plan Implementation Split-Estate Federal Mineral Ownership (FMO) several counties FL,Final,Bureau of Land Management,FL,FL,1994-10-21,1994,1994-10-28,1994-11-28,1994-11-28,Environmental Concerns,2.0,0
75661,Roswell Resource Area Management Plan and Carlsbad Resource Area Management Plan Amendment Implementation Quay Curry DeBaca Roosevelt Lincoln Guadalupe Chaves Eddy and Lea Counties NM,Draft,Bureau of Land Management,NM,NM,1994-10-24,1994,1994-11-04,1995-03-14,1995-02-01,Lack of Objections,,0
78644,IL-13 (FAP-331) Transportation Improvements from west of the Illinois Central Railroad to US 45 east of Harrisburg Funding COE Section 404 and EPA NPDES Permits Williamson and Saline Counties IL,Final,Federal Highway Administration,IL,IL,1994-10-24,1994,1994-11-04,1994-12-27,1995-02-20,Environmental Concerns,2.0,0
79059,Tier 1 FEIS - Minnesota Trunk Highway-371 (MN-TH-371) Relocation across the Mississippi River MN-TH-371 in Barrows to MN-TH-210 in Baxter Funding and COE Section 404 Permit Crow Wing County MN,Final,Federal Highway Administration,MN,MN,1994-10-24,1994,1994-11-04,,1994-12-05,,,0
83978,Butch Creek Timber Harvesting and Sale and Road Construction Implementation Idaho Panhandle National Forests Priest Lake Ranger District Pend Oreille County WA,Final,Forest Service,WA,WA,1994-10-24,1994,1994-11-04,1995-02-28,1994-12-08,,,0
86539,Red Lodge Mountain Ski Area Master Development Plan Special-Use-Permit Approval or Denial Custer National Forest Beartooth Ranger District Carbon County MT,Draft,Forest Service,MT,MT,1994-10-24,1994,1994-11-04,1994-12-14,1994-12-19,Environmental Objections,2.0,0
82866,Land Between The Lakes (LBL) Natural Resource Management Plan Implementation KY and TN,Final,Tennessee Valley Authority,,,1994-10-24,1994,1994-11-04,1994-12-05,1994-12-05,Environmental Concerns,1.0,0
78762,Poteau Bypass Corridor Construction US 59/US 271 junction 4.5 Miles to the US 59/OK-112 junction Funding and COE Section 404 Permit City of Poteau LeFlore County OK,Final,Federal Highway Administration,OK,OK,1994-10-28,1994,1994-11-04,1994-12-01,1994-12-05,Lack of Objections,,0
78522,OH-129/Princeton Road Transportation Improvements from OH-129 to OH-4 in the City of Hamilton and I-75 Funding NPDES Permit and COE Section 404 Permit Bulter County OH,Final,Federal Highway Administration,OH,OH,1994-10-28,1994,1994-11-04,,1994-12-05,,,0
83086,Montezuma Wetlands Project Use of Cover and Non-cover Dredged Materials to restore Wetland Implementation Conditional-Use-Permit NPDES and COE Section 10 and 404 Permit Suisum Marsh in Collinsville Solano County CA,Draft,U.S. Army Corps of Engineers,CA,CA,1994-10-31,1994,1994-11-10,1995-01-09,1994-12-27,Environmental Concerns,2.0,0
75297,White River Resource Area Land and Resource Management Plan Implementation Craig District Towns of Meeker Rangely and Dinosaur Rio Blanco Garfield and Moffat Counties CO,Draft,Bureau of Land Management,CO,CO,1994-10-31,1994,1994-11-10,1995-03-31,1995-02-10,,,0
75554,Oro Cruz Operation of the American Girl Canyon Project Surface and Underground Mining Plan of Operations Approval Imperial County CA,Final,Bureau of Land Management,CA,CA,1994-11-03,1994,1994-11-10,1994-12-12,1994-12-12,Lack of Objections,,0
80978,Deep Seabed Hard Mining Exploration Project License Issuance for the former Kenecott Mining Site (USA-4) to Ocean Minerals Mining Pacific Ocean Central America to HI,Second Final,National Oceanic and Atmospheric Administration,,,1994-11-04,1994,1994-11-10,1994-11-15,1994-12-27,Lack of Objections,,0
80588,Seattle Federal Courthouse Building (Project #ZWA 81061) Implementation Site Selection Construction and Operation Additional Information King County WA,Draft Supplement,General Services Administration,WA,WA,1994-11-04,1994,1994-11-10,1994-12-29,1994-12-27,Lack of Objections,,0
82050,Sacramento Army Depot Disposal and Reuse Implementation Sacramento El Dorado Placer and Yolo Counties CA,Final,United States Army,CA,CA,1994-11-07,1994,1994-11-18,1994-12-01,1994-12-19,Environmental Concerns,2.0,0
79129,M-84 Reconstruction Transportation Project Titabawassee Road and Euclid Avenue Funding COE Section 10 and 404 Permits Bay City Bay and Saginaw Counties MI,Draft,Federal Highway Administration,MI,MI,1994-11-07,1994,1994-11-18,,1995-01-03,,,0
79040,CA-125/54 Freeway Transportation Project Construction west of Worthington Street County of San Diego to CA-94 in the City of Lemon Grove Funding and Section 404 Permit Regional Tranportation Plan (RTP) San Diego County CA,Final,Federal Highway Administration,CA,CA,1994-11-09,1994,1994-11-18,1994-12-08,1994-12-19,Lack of Objections,,0
